cid,organism,testtype,route,dose,effect,reference,cmpdname,
12901,human,TCLo,inhalation,2 mg/m3/8H,SENSE ORGANS AND SPECIAL SENSES: OTHER CHANGES: OLFACTION; SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY),"Hygiene and Sanitation, 34(1-3)(192), 1969",Phosmet,
12901,rat,LD50,oral,92500 ug/kg,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gigiena i Sanitariya.  For English translation, see HYSAAV., 34(2)(30), 1969",Phosmet,
12901,rat,LC50,inhalation,54 mg/m3/4H,NULL,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(59), 1982",Phosmet,
12901,rat,LD50,skin,1326 mg/kg,NULL,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(59), 1982",Phosmet,
12901,mouse,LD50,oral,26 mg/kg,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Hygiene and Sanitation, 34(1-3)(192), 1969",Phosmet,
12901,mouse,LD50,unreported,37500 ug/kg,NULL,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 35(12)(94), 1970",Phosmet,
12901,cat,LC50,inhalation,65 mg/m3/4H,NULL,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(59), 1982",Phosmet,
12901,cat,LD50,unreported,78 mg/kg,NULL,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 35(12)(94), 1970",Phosmet,
12901,rabbit,LD50,skin,&gt;3160 mg/kg,NULL,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A325(1983)",Phosmet,
12901,guinea pig,LD50,oral,200 mg/kg,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Hygiene and Sanitation, 34(1-3)(192), 1969",Phosmet,
12901,guinea pig,LD50,unreported,210 mg/kg,NULL,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 35(12)(94), 1970",Phosmet,
12901,chicken,LD50,oral,707 mg/kg,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"Toxicology and Applied Pharmacology., 6(147), 1964",Phosmet,
12901,duck,LD50,oral,1830 mg/kg,NULL,"Down to Earth., 35(25), 1979",Phosmet,
12901,mammal (species unspecified),LD50,unreported,40 mg/kg,NULL,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(370), 1971",Phosmet,
12901,bird - wild,LD50,oral,18 mg/kg,NULL,"Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]",Phosmet,
12901,rat,LD50,unreported,132 mg/kg,NULL,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 35(12)(94), 1970",Phosmet,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
12932,rat,LD50,oral,271 mg/kg,NULL,"Farm Chemicals Handbook., -(C42), 1991",Bensulide,
12932,rat,LD50,skin,3950 mg/kg,NULL,"Pesticide Manual., 9(63), 1991",Bensulide,
12932,rat,LD50,unreported,770 mg/kg,NULL,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(375), 1971",Bensulide,
12932,mouse,LD50,oral,1540 mg/kg,NULL,"Japan Pesticide Information., (27)(11), 1976",Bensulide,
12932,mouse,LD50,intraperitoneal,630 mg/kg,NULL,"Japan Pesticide Information., (27)(11), 1976",Bensulide,
12932,mouse,LD50,subcutaneous,630 mg/kg,NULL,"Japan Pesticide Information., (27)(11), 1976",Bensulide,
12932,rabbit,LD50,skin,2 gm/kg,NULL,"World Review of Pest Control., 9(119), 1970",Bensulide,
12932,quail,LD50,oral,1386 mg/kg,NULL,"Pesticide Manual., 9(63), 1991",Bensulide,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
12968,human,TCLo,inhalation,135 mg/m3/90M,BEHAVIORAL: HEADACHE; BEHAVIORAL: WITHDRAWAL; GASTROINTESTINAL: NAUSEA OR VOMITING,"Hygiene and Sanitation, 36(1-3)(196), 1971",S-Ethyl dipropylthiocarbamate,
12968,rat,LD50,oral,916 mg/kg,NULL,"National Technical Information Service., PB82-913299",S-Ethyl dipropylthiocarbamate,
12968,rat,LCLo,inhalation,200 mg/m3/4H,SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS,"Hygiene and Sanitation, 36(1-3)(196), 1971",S-Ethyl dipropylthiocarbamate,
12968,rat,LD50,skin,3200 mg/kg,NULL,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 36(2)(29), 1971",S-Ethyl dipropylthiocarbamate,
12968,rat,LD50,unreported,1660 mg/kg,NULL,"Environmental Quality and Safety, Supplement., 3(618), 1975 [PMID:1063688]",S-Ethyl dipropylthiocarbamate,
12968,mouse,LD50,oral,750 mg/kg,NULL,"Hygiene and Sanitation, 36(1-3)(196), 1971",S-Ethyl dipropylthiocarbamate,
12968,mouse,LD50,intraperitoneal,58 mg/kg,NULL,"Journal of Agricultural and Food Chemistry., 25(404), 1977 [PMID:838982]",S-Ethyl dipropylthiocarbamate,
12968,mouse,LD50,intravenous,320 mg/kg,NULL,"U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#03907",S-Ethyl dipropylthiocarbamate,
12968,cat,LD50,oral,112 mg/kg,NULL,"Hygiene and Sanitation, 36(1-3)(196), 1971",S-Ethyl dipropylthiocarbamate,
12968,cat,LCLo,inhalation,400 mg/m3/4H,SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS,"Hygiene and Sanitation, 36(1-3)(196), 1971",S-Ethyl dipropylthiocarbamate,
12968,rabbit,LD50,oral,2640 mg/kg,NULL,"Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(1020), 1986",S-Ethyl dipropylthiocarbamate,
12968,rabbit,LD50,skin,1460 mg/kg,NULL,"World Review of Pest Control., 9(119), 1970",S-Ethyl dipropylthiocarbamate,
12968,mammal (species unspecified),LD50,unreported,1660 mg/kg,NULL,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 45(5)(29), 1980",S-Ethyl dipropylthiocarbamate,
12968,bird - wild,LD50,oral,100 mg/kg,NULL,"Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]",S-Ethyl dipropylthiocarbamate,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
13081,rat,LD50,oral,6800 ug/kg,NULL,"Farm Chemicals Handbook., -(C315), 1991",Carbophenothion,
13081,rat,LD50,skin,27 mg/kg,BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: EXCITEMENT,"Toxicology and Applied Pharmacology., 2(88), 1960 [PMID:13825957]",Carbophenothion,
13081,rat,LD50,intraperitoneal,6 mg/kg,NULL,"Advances in Pest Control Research., 4(117), 1961",Carbophenothion,
13081,mouse,LD50,oral,218 mg/kg,NULL,"Agricultural Research Service, USDA Information Memorandum., 20(6), 1966",Carbophenothion,
13081,mouse,LD50,intraperitoneal,27 mg/kg,NULL,"Proceedings of the Society for Experimental Biology and Medicine., 129(699), 1968 [PMID:5725078]",Carbophenothion,
13081,rabbit,LD50,oral,1250 mg/kg,NULL,"Special Publication of the Entomological Society of America., 78-1(40), 1978",Carbophenothion,
13081,rabbit,LD50,skin,1270 mg/kg,NULL,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(200), 1966",Carbophenothion,
13081,pigeon,LD50,oral,34800 ug/kg,NULL,"Pesticide Science., 6(245), 1975",Carbophenothion,
13081,chicken,LD50,oral,57200 mg/kg,PERIPHERAL NERVE AND SENSATION: SPASTIC PARALYSIS WITH OR WITHOUT SENSORY CHANGE; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA,"Toxicology and Applied Pharmacology., 11, 49",Carbophenothion,
13081,quail,LD50,oral,56800 ug/kg,NULL,"Pesticide Science., 6(245), 1975",Carbophenothion,
13081,domestic animals - goat/sheep,LD50,oral,14 mg/kg,NULL,"Ecotoxicology and Environmental Safety., 2(151), 1978 [PMID:729517]",Carbophenothion,
13081,bird - wild,LD50,oral,5600 ug/kg,NULL,"Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]",Carbophenothion,
13081,chicken,LD50,subcutaneous,640 mg/kg,"PERIPHERAL NERVE AND SENSATION: FLACCID PARALYSIS WITHOUT ANESTHESIA (USUALLY NEUROMUSCULAR BLOCKAGE); BEHAVIORAL: FOOD INTAKE (ANIMAL); GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","Biochemical Pharmacology., 12(1377), 1963 [PMID:14096425]",Carbophenothion,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
135491728,rat,LD50,oral,1360 mg/kg,NULL,"Farm Chemicals Handbook., -(C272), 1991",Clethodim,
135491728,rabbit,LD50,skin,&gt;5 gm/kg,NULL,"Farm Chemicals Handbook., -(C272), 1991",Clethodim,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
135491830,rat,LD50,oral,3200 mg/kg,NULL,"Farm Chemicals Handbook., -(C274), 1991",Sethoxydim,
135491830,rat,LC50,inhalation,&gt;6280 mg/m3/4H,NULL,"Farm Chemicals Handbook., -(C274), 1991",Sethoxydim,
135491830,rat,LD50,skin,5 gm/kg,NULL,"Japan Pesticide Information., (41)(18), 1982",Sethoxydim,
135491830,rat,LD50,intraperitoneal,1493 mg/kg,NULL,"Defense des Vegetaux., 38(213), 1984",Sethoxydim,
135491830,rat,LD50,intravenous,505 mg/kg,NULL,"Japan Pesticide Information., (41)(18), 1982",Sethoxydim,
135491830,mouse,LD50,oral,5600 mg/kg,NULL,"Japan Pesticide Information., (41)(18), 1982",Sethoxydim,
135491830,mouse,LD50,skin,5 gm/kg,NULL,"Japan Pesticide Information., (41)(18), 1982",Sethoxydim,
135491830,mouse,LD50,intravenous,485 mg/kg,NULL,"Japan Pesticide Information., (41)(18), 1982",Sethoxydim,
135491830,rabbit,LD50,oral,4600 mg/kg,NULL,"Defense des Vegetaux., 38(213), 1984",Sethoxydim,
135491830,quail,LD50,unreported,&gt;5 gm/kg,NULL,"Japan Pesticide Information., (41)(18), 1982",Sethoxydim,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
13709,man,TDLo,oral,93 mg/kg,SENSE ORGANS AND SPECIAL SENSES: MIOSIS (PUPILLARY CONSTRICTION): EYE; SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: COMA,"Human & Experimental Toxicology., 9(415), 1990 [PMID:2271234]",Methidathion,
13709,rat,LD50,oral,20 mg/kg,NULL,"World Review of Pest Control., 9(119), 1970",Methidathion,
13709,rat,LC50,inhalation,50 mg/m3/4H,NULL,Ciba-Geigy Toxicology Data/Indexes.,Methidathion,
13709,rat,LD50,skin,25 mg/kg,NULL,"World Review of Pest Control., 9(119), 1970",Methidathion,
13709,mouse,LD50,oral,25 mg/kg,NULL,"Bulletin of the Entomological Society of America., 15(122), 1969",Methidathion,
13709,rabbit,LD50,oral,63 mg/kg,NULL,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A268(1983)",Methidathion,
13709,rabbit,LD50,skin,196 mg/kg,NULL,Ciba-Geigy Toxicology Data/Indexes.,Methidathion,
13709,guinea pig,LD50,oral,25 mg/kg,NULL,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A268(1983)",Methidathion,
13709,chicken,LD50,oral,80 mg/kg,NULL,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A268(1983)",Methidathion,
13709,mammal (species unspecified),LD50,oral,25 mg/kg,NULL,"Herba Polonica., 21(53), 1975",Methidathion,
13709,mammal (species unspecified),LD50,unreported,25 mg/kg,NULL,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(372), 1971",Methidathion,
﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
  ﻿cid,organism,testtype,route,dose,effect,reference,cmpdname,
14337,rat,LD50,oral,1678 mg/kg,NULL,"Fundamental and Applied Toxicology., 7(299), 1986",Cycloate,
14337,rat,LC50,inhalation,90 gm/m3/1H,NULL,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A106(1983)",Cycloate,
14337,rat,LD50,skin,2467 mg/kg,NULL,"Fundamental and Applied Toxicology., 7(299), 1986",Cycloate,
14337,rat,LD50,unreported,2325 mg/kg,NULL,"Environmental Quality and Safety, Supplement., 3(618), 1975 [PMID:1063688]",Cycloate,
14337,mouse,LD50,oral,1275 mg/kg,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); BEHAVIORAL: COMA,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 51(10)(77), 1986",Cycloate,
14337,mouse,LD50,unreported,2300 mg/kg,NULL,"Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982",Cycloate,
14337,guinea pig,LD50,oral,1600 mg/kg,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); BEHAVIORAL: COMA,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 51(10)(77), 1986",Cycloate,
